0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
74 cm
40 cm
72 cm
0 cm
0 cm
0 cm
59 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
40 cm
0 cm
0 cm
38 cm
39 cm
45 cm
59 cm
65 cm
66 cm
71 cm
72 cm
82 cm
81 cm
83 cm
82 cm
90 cm
92 cm
93 cm
94 cm
94 cm
98 cm
100 cm
101 cm
95 cm
96 cm
97 cm
100 cm
98 cm
109 cm
100 cm
99 cm
102 cm
96 cm
101 cm
100 cm
100 cm
100 cm
100 cm
100 cm
100 cm
99 cm
100 cm
95 cm
94 cm
98 cm
107 cm
97 cm
88 cm
86 cm
75 cm
84 cm
81 cm
78 cm
75 cm
72 cm
73 cm
68 cm
65 cm
59 cm
54 cm
52 cm
190 cm
216 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
52 cm
147 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
25 cm
232 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
33 cm
44 cm
49 cm
62 cm
66 cm
70 cm
77 cm
85 cm
89 cm
92 cm
93 cm
97 cm
101 cm
103 cm
101 cm
83 cm
78 cm
107 cm
87 cm
157 cm
118 cm
130 cm
133 cm
193 cm
160 cm
150 cm
170 cm
163 cm
168 cm
164 cm
176 cm
233 cm
237 cm
238 cm
238 cm
240 cm
240 cm
241 cm
239 cm
187 cm
251 cm
0 cm
139 cm
65 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
2 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
121 cm
135 cm
133 cm
130 cm
127 cm
118 cm
105 cm
85 cm
62 cm
0 cm
0 cm
0 cm
0 cm
59 cm
70 cm
77 cm
85 cm
105 cm
114 cm
115 cm
122 cm
127 cm
121 cm
115 cm
102 cm
81 cm
55 cm
0 cm
0 cm
0 cm
0 cm
24 cm
54 cm
78 cm
88 cm
100 cm
106 cm
111 cm
116 cm
117 cm
118 cm
112 cm
105 cm
97 cm
72 cm
33 cm
0 cm
0 cm
0 cm
0 cm
19 cm
60 cm
85 cm
98 cm
97 cm
98 cm
96 cm
109 cm
118 cm
124 cm
122 cm
121 cm
114 cm
110 cm
101 cm
94 cm
74 cm
45 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
0 cm
19 cm
51 cm
58 cm
72 cm
82 cm
90 cm
95 cm
97 cm
99 cm
105 cm
108 cm
111 cm
115 cm
116 cm
114 cm
118 cm
114 cm
115 cm
112 cm
111 cm
101 cm
103 cm
94 cm
89 cm
85 cm
69 cm
60 cm
38 cm
0 cm
0 cm
0 cm
0 cm
